id,date,geo,lang,mentions,region,text,urls,user,user_location,filtered_text,sentiment,sentiment2
1143930934602940416,Wed Jun 26 17:16:02 +0000 2019,"{'type': 'Point', 'coordinates': [30.0571, 31.2387]}",en,[],Abbaseya,"𝘠𝘢 𝘔𝘢𝘫𝘦𝘦𝘥, 𝘒𝘦𝘦𝘱 𝘮𝘦 𝘶𝘯𝘥𝘦𝘳 𝘺𝘰𝘶𝘳 𝘔𝘦𝘳𝘤𝘺’𝘴 𝘚𝘩𝘢𝘥𝘦 Ameen🧡🤲🏻⁣
⁣
This beautiful dua is in the fuego nasheed… https://t.co/Vuj9nEAASP","[{'url': 'https://t.co/Vuj9nEAASP', 'expanded_url': 'https://twitter.com/i/web/status/1143930934602940416', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [100, 123]}]",loveofnoor,"Luton, England","['𝘠𝘢', '𝘔𝘢𝘫𝘦𝘦𝘥', '𝘒𝘦𝘦𝘱', '𝘮𝘦', '𝘶𝘯𝘥𝘦𝘳', '𝘺𝘰𝘶𝘳', '𝘔𝘦𝘳𝘤𝘺', '𝘴', '𝘚𝘩𝘢𝘥𝘦', 'ameen', '🧡', '🤲', '🏻', 'beautiful', 'dua', 'fuego', 'nasheed']",0.8887299899895973,0.941306266548986
1143926999263657986,Wed Jun 26 17:00:24 +0000 2019,,en,[],Abbaseya,"TIME
RIDE
TORNADO
HIDE
USA
LAND
BY
ONCE
🏴🔺☛♼",[],Eltagpharmhotm3,Nasr city ,"['time', 'ride', 'tornado', 'hide', 'usa', 'land', '🏴', '🔺', '☛♼']",0.5505698363287704,0.9529109589041111
1143914397477326848,Wed Jun 26 16:10:19 +0000 2019,,en,"[{'screen_name': 'AppleIgenius', 'name': 'iThinkDifferent \uf8ff', 'id': 370203763, 'id_str': '370203763', 'indices': [3, 16]}]",Abbaseya,RT @AppleIgenius: Anyone noticing massive battery drain after chimera ios 12 ? It shows that mobile.lockdown is causing that. There’s worka…,[],arreshyvil,,"['anyone', 'noticing', 'massive', 'battery', 'drain', 'chimera', 'ios', '12', '?', 'shows', 'mobile.lockdown', 'causing', 'worka']",0.05392046501610768,0.3158616823532871
1143912277869060096,Wed Jun 26 16:01:54 +0000 2019,,en,"[{'screen_name': 'Emerald_dll', 'name': '😅「Emerald!」⛺️#1 Shima Rin Stan🌲', 'id': 3167466291, 'id_str': '3167466291', 'indices': [0, 12]}, {'screen_name': 'Aistardice', 'name': 'Aistardice', 'id': 2519955846, 'id_str': '2519955846', 'indices': [13, 24]}]",Abbaseya,@Emerald_dll @Aistardice as old as my hatred for anime*,[],MindCap,Nasr City,"['old', 'hatred', 'anime']",0.44228393666562876,0.45652173913043487
1143911972674650112,Wed Jun 26 16:00:41 +0000 2019,,en,"[{'screen_name': 'Emerald_dll', 'name': '😅「Emerald!」⛺️#1 Shima Rin Stan🌲', 'id': 3167466291, 'id_str': '3167466291', 'indices': [0, 12]}, {'screen_name': 'Aistardice', 'name': 'Aistardice', 'id': 2519955846, 'id_str': '2519955846', 'indices': [13, 24]}]",Abbaseya,@Emerald_dll @Aistardice no this is as old as his love for anime,[],MindCap,Nasr City,"['no', 'old_NEG', 'love_NEG', 'anime_NEG']",0.5365619291738069,0.7203389830508482
1143910502277505029,Wed Jun 26 15:54:51 +0000 2019,"{'type': 'Point', 'coordinates': [30.0571, 31.2387]}",en,[],Abbaseya,"All the very best to our National Team — The Uganda Cranes at the #AFCON2019. Raise our flag high, cheering you on… https://t.co/XIKm7hBoYa","[{'url': 'https://t.co/XIKm7hBoYa', 'expanded_url': 'https://twitter.com/i/web/status/1143910502277505029', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",KCCAUG,"KCCA HQ, Kampala-Uganda","['best', 'national', 'team', 'uganda', 'cranes', 'afcon2019', 'raise', 'flag', 'high', 'cheering', 'on']",0.8682984708038228,0.9412955465587048
1143909884473368579,Wed Jun 26 15:52:23 +0000 2019,"{'type': 'Point', 'coordinates': [30.069111, 31.312333]}",en,[],Abbaseya,"21.06.2019
#Show #operations and #technical standing by, minutes before the big bang that was the #OpeningCeremony… https://t.co/gAP89l0TNE","[{'url': 'https://t.co/gAP89l0TNE', 'expanded_url': 'https://twitter.com/i/web/status/1143909884473368579', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",jimielgohary,Egypt,"['21.06.2019', 'show', 'operations', 'technical', 'standing', 'minutes', 'big', 'bang', 'openingceremony']",0.23954647158597675,0.9011461318051589
1143900757437091841,Wed Jun 26 15:16:07 +0000 2019,,en,"[{'screen_name': 'RobloxERB2', 'name': 'th31', 'id': 967031730, 'id_str': '967031730', 'indices': [0, 11]}]",Abbaseya,@RobloxERB2 is he nutting,[],MindCap,Nasr City,['nutting'],0.5365619291738069,0.5
1143892932707127297,Wed Jun 26 14:45:02 +0000 2019,,en,"[{'screen_name': 'TheDustam', 'name': 'dustam', 'id': 918182930605920256, 'id_str': '918182930605920256', 'indices': [0, 10]}, {'screen_name': 'pennubar', 'name': 'Pennutoh', 'id': 721778483681169408, 'id_str': '721778483681169408', 'indices': [11, 20]}]",Abbaseya,"@TheDustam @pennubar no, but my tweet would be accurate by then",[],MindCap,Nasr City,"['no', 'NEG', 'tweet_NEG', 'would_NEG', 'accurate_NEG']",0.5365619291738069,0.2706929740134741
1143887884115689472,Wed Jun 26 14:24:58 +0000 2019,,en,"[{'screen_name': 'mosaeed76', 'name': 'mohamed', 'id': 985445782991106049, 'id_str': '985445782991106049', 'indices': [3, 13]}]",Abbaseya,RT @mosaeed76: one real person is enough,[],shrouk2031, Diarb negm🌃,"['one', 'real', 'person', 'enough']",0.762195515118349,0.8045792593151876
1143875544502681601,Wed Jun 26 13:35:56 +0000 2019,,en,[],Abbaseya,The Beatles Greatest Hits https://t.co/d7MZX0EH0s,"[{'url': 'https://t.co/d7MZX0EH0s', 'expanded_url': 'https://www.youtube.com/watch?v=wfX2eJXx5v8&feature=share', 'display_url': 'youtube.com/watch?v=wfX2eJ…', 'indices': [26, 49]}]",islamwahhab,nasr city,"['beatles', 'greatest', 'hits']",0.9272642043073763,0.3749999999999995
1143873260595175424,Wed Jun 26 13:26:52 +0000 2019,,en,[],Abbaseya,And gonna to stay best series ever released with awesome variety of characters ❤️❤️ https://t.co/DZUi6VuU2z,"[{'url': 'https://t.co/DZUi6VuU2z', 'expanded_url': 'https://twitter.com/itisbeforbunny/status/1139912149772447746', 'display_url': 'twitter.com/itisbeforbunny…', 'indices': [84, 107]}]",HeshamHegazyOwn,"Nasr City ,Egypt","['gon', 'na', 'stay', 'best', 'series', 'ever', 'released', 'awesome', 'variety', 'characters', '❤', '❤']",0.7172714116227995,0.9952373429828903
1143872685107294209,Wed Jun 26 13:24:34 +0000 2019,"{'type': 'Point', 'coordinates': [30.0571, 31.2387]}",en,"[{'screen_name': 'UgandaCranes', 'name': 'Uganda Cranes', 'id': 370944865, 'id_str': '370944865', 'indices': [23, 36]}]",Abbaseya,"Our best wishes to the @UgandaCranes out in Egypt at the #AFCON2019 tournament. 
Go Cranes, cheering you on, our bo… https://t.co/2OV5Z6gDsX","[{'url': 'https://t.co/2OV5Z6gDsX', 'expanded_url': 'https://twitter.com/i/web/status/1143872685107294209', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",KCCAUG,"KCCA HQ, Kampala-Uganda","['best', 'wishes', 'egypt', 'afcon2019', 'tournament', 'go', 'cranes', 'cheering', 'bo']",0.607602877293496,0.851738241308791
1143867677775159296,Wed Jun 26 13:04:41 +0000 2019,"{'type': 'Point', 'coordinates': [30.0571, 31.2387]}",en,[],Abbaseya,"#Lets go boys 🇿🇼🇺🇬 @ Cairo, Egypt https://t.co/T2ME2CmXmZ","[{'url': 'https://t.co/T2ME2CmXmZ', 'expanded_url': 'https://www.instagram.com/p/BzLIqCOH45I_hsOK0IE89Y3wQfbb9L1my-cmrM0/?igshid=d8aynjgewwwy', 'display_url': 'instagram.com/p/BzLIqCOH45I_…', 'indices': [34, 57]}]",MsportManageme1,,"['lets', 'go', 'boys', '🇿🇼', '🇺🇬', 'cairo', 'egypt']",0.9533881678971635,0.7331062983087173
1143866044609703936,Wed Jun 26 12:58:11 +0000 2019,"{'type': 'Point', 'coordinates': [30.0571, 31.2387]}",en,[],Abbaseya,"Just posted a photo @ Cairo, Egypt https://t.co/V9p26ZZnxq","[{'url': 'https://t.co/V9p26ZZnxq', 'expanded_url': 'https://www.instagram.com/p/BzLHfu-Hl5e/?igshid=12ggams8pah0v', 'display_url': 'instagram.com/p/BzLHfu-Hl5e/…', 'indices': [35, 58]}]",To2aWallahy,"El Monofia, Egypt","['posted', 'photo', 'cairo', 'egypt']",0.6023277911149266,0.4750000000000001
1143862924039118848,Wed Jun 26 12:45:47 +0000 2019,,en,"[{'screen_name': 'pennubar', 'name': 'Pennutoh', 'id': 721778483681169408, 'id_str': '721778483681169408', 'indices': [0, 9]}]",Abbaseya,@pennubar time to piss you off then,[],MindCap,Nasr City,"['time', 'piss']",0.5029948590708792,0.7429906542056074
1143860676324220928,Wed Jun 26 12:36:51 +0000 2019,"{'type': 'Point', 'coordinates': [30.0571, 31.2387]}",en,[],Abbaseya,"Sometimes it's hard to face reality.
.
#shotoniphone #shootoniphone #vsco #vscocam #vscocam_my #potrait… https://t.co/jv26fkMafi","[{'url': 'https://t.co/jv26fkMafi', 'expanded_url': 'https://twitter.com/i/web/status/1143860676324220928', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [105, 128]}]",Ahmadsaniy,Cairo Egypt,"['sometimes', 'hard', 'face', 'reality', 'shotoniphone', 'shootoniphone', 'vsco', 'vscocam', 'vscocam_my', 'potrait']",0.5023034749839883,0.5312499999999986
1143857587898802176,Wed Jun 26 12:24:35 +0000 2019,,en,[],Abbaseya,Hotel california Inta omri THE AB BROTHERS Mashup remix https://t.co/WyT7dbsfHd,"[{'url': 'https://t.co/WyT7dbsfHd', 'expanded_url': 'https://youtu.be/8C8HWQOdOQk', 'display_url': 'youtu.be/8C8HWQOdOQk', 'indices': [56, 79]}]",Mohamemdshaker,Nasr city,"['hotel', 'california', 'inta', 'omri', 'ab', 'brothers', 'mashup', 'remix']",0.4797881505819552,0.43548387096774194
1143854209663586305,Wed Jun 26 12:11:10 +0000 2019,,en,"[{'screen_name': 'afkarh', 'name': 'afkarhfadhillah', 'id': 218049090, 'id_str': '218049090', 'indices': [0, 7]}, {'screen_name': 'SerieAFFC', 'name': 'ForzaItalianFootball', 'id': 20110734, 'id_str': '20110734', 'indices': [8, 18]}]",Abbaseya,@afkarh @SerieAFFC The best ever in the world,[],v_thur,Nasr City,"['best', 'ever', 'world']",0.8142483931584036,0.8619739478957912
1143842876989857792,Wed Jun 26 11:26:08 +0000 2019,,en,"[{'screen_name': 'MindCap', 'name': 'and more', 'id': 906592874594291712, 'id_str': '906592874594291712', 'indices': [3, 11]}]",Abbaseya,RT @MindCap: why is pennutoh sending me gay porn,[],AdashioX,"Jaffa, Palestine","['pennutoh', 'sending', 'gay', 'porn']",0.9368387134594831,0.4685039370078739
1143841542983102464,Wed Jun 26 11:20:50 +0000 2019,,en,[],Abbaseya,why is pennutoh sending me gay porn,[],MindCap,Nasr City,"['pennutoh', 'sending', 'gay', 'porn']",0.9368387134594831,0.4685039370078739
1143830282623225857,Wed Jun 26 10:36:05 +0000 2019,,en,"[{'screen_name': 'MindCap', 'name': 'and more', 'id': 906592874594291712, 'id_str': '906592874594291712', 'indices': [3, 11]}]",Abbaseya,RT @MindCap: kpop stans reproduce asexually,[],AdashioX,"Jaffa, Palestine","['kpop', 'stans', 'reproduce', 'asexually']",0.5365619291738069,0.0625
1143825422163034112,Wed Jun 26 10:16:46 +0000 2019,"{'type': 'Point', 'coordinates': [30.0571, 31.2387]}",en,[],Abbaseya,"Just posted a photo @ Cairo, Egypt https://t.co/BkhsT4EcXf","[{'url': 'https://t.co/BkhsT4EcXf', 'expanded_url': 'https://www.instagram.com/p/BzK1cVTDaZm/?igshid=m5gja3k0bgh5', 'display_url': 'instagram.com/p/BzK1cVTDaZm/…', 'indices': [35, 58]}]",LMuradzikwa,Harare Zimbabwe,"['posted', 'photo', 'cairo', 'egypt']",0.6023277911149266,0.4750000000000001
1143825012564078592,Wed Jun 26 10:15:08 +0000 2019,"{'type': 'Point', 'coordinates': [30.0571, 31.2387]}",en,[],Abbaseya,"Just posted a photo @ Cairo, Egypt https://t.co/Ch95EgKy6E","[{'url': 'https://t.co/Ch95EgKy6E', 'expanded_url': 'https://www.instagram.com/p/BzK1QWtjeGa/?igshid=3stk4e6x5dju', 'display_url': 'instagram.com/p/BzK1QWtjeGa/…', 'indices': [35, 58]}]",LMuradzikwa,Harare Zimbabwe,"['posted', 'photo', 'cairo', 'egypt']",0.6023277911149266,0.4750000000000001
1143820846932193280,Wed Jun 26 09:58:35 +0000 2019,"{'type': 'Point', 'coordinates': [30.05, 31.25]}",en,[],Abbaseya,"current weather in Cairo: clear sky, 37°C
20% humidity, wind 3kmh, pressure 1010mb",[],CairoEG,"Cairo, Egypt","['current', 'weather', 'cairo', 'clear', 'sky', '37°c', '20', 'humidity', 'wind', '3kmh', 'pressure', '1010mb']",0.3506679855350067,0.7941176470588226
